序,代码,名称,最新,涨幅,涨跌,成交量,现量,买一价,卖一价,涨速,换手,成交额,市盈率,所属行业,最高,最低,开盘,昨收,振幅,量比,委比,委差,均价,内盘,外盘,内外比,买一量,卖一量,市净率,总股本,总市值,流通股本,流通市值,3日涨幅,6日涨幅,3日换手,6日换手
2370,'600708,光明地产,3.65,-3.44%,-0.13,42.9万手,1785手,3.65,3.66,-0.27%,1.93%,1.61亿,亏损 ①,房地产开发,3.95,3.65,3.84,3.78,7.94%,1.13,-17.29%,-1903手,3.74,26.4万手,16.6万手,1.59,665手,1719手,1.36,22.3亿,81.3亿元,22.3亿,81.2亿元,-2.93%,-10.76%,4.90%,10.45%
2371,'601231,环旭电子,38.71,-3.44%,-1.38,39.5万手,3089手,38.71,38.72,-0.08%,1.65%,15.2亿,55.41 ①,消费电子,39.69,37.8,39.69,40.09,4.71%,0.77,-6.54%,-203手,38.55,22.3万手,17.3万手,1.29,411手,60手,4,23.9亿,925亿元,23.9亿,925亿元,-8.12%,-6.00%,5.23%,12.42%
2372,'603739,蔚蓝生物,14.3,-3.44%,-0.51,8.21万手,890手,14.3,14.31,-0.07%,3.24%,1.18亿,50.63 ①,化学制品,15.06,14.08,14.77,14.81,6.62%,1.25,-1.26%,-9手,14.44,5.06万手,3.15万手,1.61,217手,111手,2.01,2.53亿,36.2亿元,2.53亿,36.2亿元,-1.45%,-6.41%,11.63%,16.20%
2373,'603878,武进不锈,7.56,-3.45%,-0.27,19.3万手,1666手,7.56,7.57,0.27%,3.43%,1.46亿,亏损 ①,钢铁,7.87,7.46,7.87,7.83,5.24%,1.01,7.37%,259手,7.57,11.3万手,8.00万手,1.41,229手,194手,1.64,5.61亿,42.4亿元,5.61亿,42.4亿元,-4.30%,-9.46%,8.81%,20.52%
2374,'605255,天普股份,99.2,-3.49%,-3.59,1.63万手,155手,99.19,99.2,0.00%,1.21%,1.62亿,亏损 ①,底盘与发动机系统,103.4,98.4,103,102.79,4.86%,0.62,-63.81%,-134手,99.69,9249手,7005手,1.32,23手,87手,16.36,1.34亿,133亿元,1.34亿,133亿元,-3.75%,-12.55%,3.72%,11.04%
2375,'603278,大业股份,16.47,-3.51%,-0.6,81.3万手,1.05万手,16.47,16.48,0.30%,23.78%,13.5亿,亏损 ①,通用设备,17.49,15.83,15.83,17.07,9.72%,0.9,73.52%,5187手,16.59,42.5万手,38.8万手,1.1,93手,458手,2.91,3.42亿,56.3亿元,3.42亿,56.3亿元,6.81%,7.30%,78.14%,155.50%
2376,'688710,益诺思,63.49,-3.55%,-2.34,2.36万手,135手,63.47,63.49,0.09%,2.60%,1.56亿,183.29 ①,医疗服务,69.7,62.99,67.15,65.83,10.19%,0.99,25.56%,16手,66.35,1.31万手,1.04万手,1.26,2手,5手,3.83,1.41亿,89.5亿元,9069万,57.6亿元,0.43%,0.62%,8.27%,15.72%
2377,'688231,隆达股份,49.33,-3.56%,-1.82,8.96万手,1014手,49.32,49.33,0.04%,3.63%,4.41亿,63.99 ①,有色金属,52.73,48.27,52.06,51.15,8.72%,1.48,-9.32%,-48手,49.26,4.36万手,4.60万手,0.95,80手,141手,4.34,2.47亿,122亿元,2.47亿,122亿元,17.87%,18.38%,9.31%,15.86%
2378,'603459,红板科技,86.8,-3.61%,-3.25,20.3万手,2569手,86.8,86.81,0.00%,25.68%,17.6亿,132.12 ①,印制电路板,90.08,85.15,88,90.05,5.47%,0.61,39.15%,433手,86.75,11.5万手,8.77万手,1.31,482手,116手,23.25,7.54亿,654亿元,7905万,68.6亿元,1.45%,-2.65%,87.55%,236.41%
2379,'688448,磁谷科技,69.31,-3.68%,-2.65,2.33万手,247手,69.31,69.32,0.16%,3.22%,1.62亿,亏损 ①,其他通用设备,73,67.67,72.27,71.96,7.41%,0.99,53.89%,142手,69.42,1.26万手,1.06万手,1.19,31手,10手,4.92,7228万,50.1亿元,7228万,50.1亿元,-3.45%,-8.79%,10.66%,19.43%
2380,'603318,水发燃气,10.71,-3.69%,-0.41,66.1万手,1.02万手,10.71,10.72,-0.09%,14.41%,7.05亿,281.89 ①,燃气Ⅱ,11.13,10.38,11.01,11.12,6.74%,0.8,21.84%,1049手,10.67,36.9万手,29.2万手,1.26,506手,408手,3.16,5.55亿,59.4亿元,4.59亿,49.2亿元,-4.63%,-11.49%,46.72%,104.16%
2381,'603216,梦天家居,27.66,-3.72%,-1.07,3.48万手,568手,27.66,27.67,-0.14%,1.56%,9622万,182.06 ①,定制家居,28.7,27.12,28.7,28.73,5.50%,0.54,38.21%,115手,27.65,1.91万手,1.57万手,1.21,67手,3手,3.41,2.23亿,61.6亿元,2.23亿,61.6亿元,-3.86%,-7.68%,6.46%,16.16%
2382,'688800,瑞可达,139.3,-3.78%,-5.47,12.9万手,654手,139.29,139.3,0.01%,6.26%,18.0亿,121.59 ①,其他电子Ⅲ,144.9,135,143,144.77,6.84%,0.99,57.99%,160手,139.64,6.39万手,6.49万手,0.98,135手,36手,11.94,2.06亿,287亿元,2.06亿,287亿元,3.55%,9.06%,19.24%,38.04%
2383,'603788,宁波高发,17.52,-3.79%,-0.69,6.55万手,1120手,17.52,17.53,0.23%,2.94%,1.16亿,20.82 ①,底盘与发动机系统,18.36,17.42,18.04,18.21,5.16%,0.94,93.20%,1838手,17.78,4.12万手,2.43万手,1.69,774手,3手,1.8,2.23亿,39.1亿元,2.23亿,39.1亿元,-2.29%,3.24%,8.50%,18.63%
2384,'600075,新疆天业,5.83,-3.80%,-0.23,24.7万手,1579手,5.82,5.83,0.00%,1.44%,1.44亿,亏损 ①,化学原料,6.05,5.69,6.01,6.06,5.94%,1.17,44.84%,5179手,5.82,15.0万手,9.68万手,1.55,3504手,881手,1.13,17.1亿,99.6亿元,17.1亿,99.6亿元,-4.89%,-6.27%,4.34%,7.64%
2385,'600152,维科技术,12.59,-3.82%,-0.5,58.5万手,6569手,12.58,12.59,-0.08%,11.05%,7.29亿,亏损 ①,电力设备,12.99,12.23,12.96,13.09,5.81%,0.68,-25.48%,-1222手,12.47,33.2万手,25.2万手,1.32,1078手,73手,4.06,5.29亿,66.6亿元,5.29亿,66.6亿元,-5.34%,-14.06%,43.08%,92.87%
2386,'600499,科达制造,16.36,-3.82%,-0.65,33.4万手,5751手,16.36,16.37,0.31%,1.74%,5.46亿,13.37 ①,专用设备,16.98,16.18,16.98,17.01,4.70%,1.19,-27.79%,-431手,16.36,17.6万手,15.7万手,1.12,138手,141手,2.39,19.2亿,314亿元,19.2亿,314亿元,-7.73%,-11.57%,4.50%,9.07%
2387,'688307,DR中润光,88.48,-3.83%,-3.52,10.2万手,768手,88.48,88.5,-0.15%,8.23%,9.38亿,184.51 ①,计算机,100.3,87.58,93.38,92,13.83%,1.16,34.68%,46手,91.72,5.23万手,4.99万手,1.05,51手,1手,8.56,1.24亿,110亿元,1.24亿,110亿元,-5.28%,12.42%,20.60%,43.55%
2388,'603393,新天然气,30.39,-3.83%,-1.21,11.7万手,652手,30.39,30.4,0.00%,2.77%,3.56亿,22.19 ①,燃气Ⅱ,31.3,29.86,31.3,31.6,4.56%,1.09,29.40%,419手,30.39,6.32万手,5.41万手,1.17,9手,423手,1.37,4.24亿,129亿元,4.23亿,129亿元,0.40%,0.26%,8.58%,15.48%
2389,'688272,富吉瑞,39.73,-3.85%,-1.59,3.18万手,142手,39.7,39.73,0.00%,4.18%,1.28亿,亏损 ①,国防军工,42.49,39.4,41.17,41.32,7.48%,0.75,-95.22%,-568手,40.22,1.57万手,1.61万手,0.97,2手,19手,7.58,7600万,30.2亿元,7600万,30.2亿元,-10.96%,-11.00%,13.33%,32.04%
2390,'600857,宁波中百,14.17,-3.87%,-0.57,17.0万手,3644手,14.17,14.18,-0.07%,7.57%,2.42亿,41.72 ①,商贸零售,14.8,14.01,14.33,14.74,5.36%,0.87,10.77%,182手,14.27,10.1万手,6.91万手,1.46,362手,426手,3.59,2.24亿,31.8亿元,2.24亿,31.8亿元,-8.70%,8.50%,32.28%,51.07%
2391,'688167,炬光科技,476.66,-3.88%,-19.22,6.19万手,549手,476.66,476.78,-0.07%,6.88%,29.0亿,亏损 ①,分立器件,495.8,446,488.37,495.88,10.04%,0.87,67.75%,102手,469.03,3.07万手,3.11万手,0.99,78手,7手,19.15,8986万,428亿元,8986万,428亿元,-5.42%,-0.30%,21.52%,46.70%
2392,'600989,宝丰能源,28.09,-3.90%,-1.14,79.0万手,6198手,28.08,28.09,0.00%,1.08%,22.3亿,14.07 ①,化学原料,29.07,27.88,29.03,29.23,4.07%,0.9,-39.26%,-1900手,28.16,46.4万手,32.7万手,1.42,530手,293手,3.95,73.3亿,2060亿元,73.3亿,2060亿元,-0.81%,-0.88%,3.85%,7.05%
2393,'603557,*ST起步,4.64,-3.93%,-0.19,13.2万手,1168手,4.64,4.65,0.00%,2.11%,6145万,亏损 ①,鞋帽及其他,4.88,4.59,4.82,4.83,6.00%,0.93,7.81%,413手,4.67,7.93万手,5.23万手,1.52,118手,867手,51.69,6.23亿,28.9亿元,6.23亿,28.9亿元,-7.20%,-1.90%,5.55%,13.44%
2394,'688523,航天环宇,70.75,-4.04%,-2.98,6.94万手,569手,70.75,70.8,0.00%,7.19%,4.92亿,4716.39 ①,国防军工,74.53,69.68,74.5,73.73,6.58%,0.74,58.76%,315手,70.91,3.36万手,3.58万手,0.94,25手,0手,17.13,4.07亿,288亿元,9652万,68.3亿元,-8.59%,-19.84%,25.17%,56.15%
2395,'603268,松发股份,153,-4.07%,-6.49,6.29万手,538手,153,153.09,-0.07%,2.70%,9.65亿,33.96 ①,国防军工,160.89,150.68,159.03,159.49,6.40%,1.02,16.00%,16手,153.48,3.52万手,2.77万手,1.27,22手,4手,14.08,9.71亿,1485亿元,2.33亿,357亿元,-2.87%,-5.26%,7.13%,15.88%
2396,'600961,株冶集团,27.78,-4.07%,-1.18,46.5万手,5919手,27.78,27.79,-0.04%,6.18%,13.0亿,6.52 ①,有色金属,28.97,27.45,28.88,28.96,5.25%,0.59,11.16%,238手,27.92,23.5万手,23.0万手,1.02,27手,172手,5.9,10.7亿,298亿元,7.52亿,209亿元,-8.23%,-8.47%,24.59%,58.57%
2397,'688102,斯瑞新材,41.29,-4.16%,-1.79,23.6万手,2332手,41.28,41.29,-0.05%,3.03%,9.74亿,186.34 ①,有色金属,43,40.54,43,43.08,5.71%,0.87,-10.46%,-128手,41.28,13.0万手,10.6万手,1.22,26手,379手,16.44,7.78亿,321亿元,7.78亿,321亿元,-3.30%,-12.82%,9.63%,20.47%
2398,'601001,晋控煤业,17.73,-4.16%,-0.77,20.6万手,1366手,17.72,17.73,0.06%,1.23%,3.72亿,21.91 ①,煤炭开采,18.59,17.7,18.3,18.5,4.81%,1,-4.63%,-196手,18.08,10.4万手,10.2万手,1.02,1219手,686手,1.52,16.7亿,297亿元,16.7亿,297亿元,4.29%,-1.12%,4.60%,7.39%
2399,'688073,毕得医药,51.99,-4.17%,-2.26,2.56万手,240手,51.99,52,0.35%,2.82%,1.33亿,25.22 ①,医疗服务,53.1,50.89,52.9,54.25,4.07%,1.98,45.43%,34手,51.82,1.42万手,1.14万手,1.25,8手,4手,2.25,9088万,47.3亿元,9088万,47.3亿元,-6.83%,-14.09%,5.38%,9.92%
2400,'600459,贵研铂业,19.98,-4.17%,-0.87,32.5万手,3703手,19.98,19.99,-0.35%,4.28%,6.49亿,18.51 ①,小金属,20.83,19.58,20.7,20.85,6.00%,1.24,5.71%,69手,19.97,16.8万手,15.7万手,1.08,103手,142手,1.94,8.23亿,164亿元,7.60亿,152亿元,-1.96%,-6.98%,13.65%,21.55%
2401,'603915,国茂股份,17.97,-4.21%,-0.79,42.0万手,2690手,17.97,17.98,0.00%,6.40%,7.82亿,53.62 ①,通用设备,20.54,17.82,19.81,18.76,14.50%,2.2,-23.47%,-490手,18.62,22.3万手,19.7万手,1.14,51手,110手,3.11,6.57亿,118亿元,6.57亿,118亿元,-2.76%,1.41%,13.09%,20.94%
2402,'688726,拉普拉斯,69.07,-4.23%,-3.05,19.2万手,1383手,69.06,69.07,0.03%,8.71%,13.3亿,58.12 ①,电力设备,74.28,67.86,74,72.12,8.90%,0.72,30.45%,339手,69.21,10.8万手,8.33万手,1.3,245手,141手,6.65,4.05亿,280亿元,2.20亿,152亿元,-4.86%,-6.98%,32.27%,69.42%
2403,'600338,西藏珠峰,20.3,-4.38%,-0.93,70.1万手,7582手,20.3,20.31,0.05%,7.67%,14.3亿,25.80 ①,有色金属,21.18,20.08,21.05,21.23,5.18%,0.96,42.22%,2360手,20.39,41.2万手,28.9万手,1.43,117手,259手,4.11,9.14亿,186亿元,9.14亿,186亿元,-6.71%,-15.91%,22.93%,47.73%
2404,'605303,园林股份,27.28,-4.45%,-1.27,11.7万手,1856手,27.28,27.29,-0.07%,7.26%,3.20亿,亏损 ①,建筑装饰,28.8,26.69,28.55,28.55,7.39%,2.02,32.95%,284手,27.39,6.36万手,5.34万手,1.19,401手,39手,5.2,1.61亿,44.0亿元,1.61亿,44.0亿元,7.15%,6.48%,14.32%,25.24%
2405,'600549,厦门钨业,51.08,-4.45%,-2.38,49.7万手,5766手,51.08,51.09,-0.04%,3.20%,25.5亿,18.32 ①,钨,53.47,50.39,53.46,53.46,5.76%,0.89,46.38%,1688手,51.23,26.0万手,23.6万手,1.1,388手,92手,4.43,15.9亿,811亿元,15.5亿,794亿元,-7.33%,-14.04%,9.15%,21.09%
2406,'688727,恒坤新材,62.31,-4.51%,-2.94,12.3万手,1346手,62.31,62.33,0.00%,22.71%,7.62亿,273.68 ①,半导体,63.37,60.55,63,65.25,4.32%,1.08,87.71%,789手,62.07,6.42万手,5.85万手,1.1,45手,21手,11.07,4.49亿,280亿元,5403万,33.7亿元,5.61%,8.74%,71.44%,127.45%
2407,'688377,迪威尔,42.53,-4.53%,-2.02,2.73万手,154手,42.53,42.54,0.00%,1.40%,1.16亿,120.72 ①,专用设备,44.56,41.76,44.55,44.55,6.29%,0.71,83.26%,302手,42.63,1.62万手,1.11万手,1.46,306手,8手,4.33,1.95亿,82.8亿元,1.95亿,82.8亿元,0.59%,12.78%,4.35%,11.22%
2408,'600076,康欣新材,3.95,-4.59%,-0.19,89.4万手,1.27万手,3.94,3.95,0.51%,6.65%,3.52亿,亏损 ①,轻工制造,4.12,3.87,4.11,4.14,6.04%,0.69,-24.60%,-7039手,3.93,52.6万手,36.8万手,1.43,2612手,9812手,1.49,13.4亿,53.1亿元,13.4亿,53.1亿元,-10.23%,-0.25%,22.66%,55.03%
2409,'600160,巨化股份,32.46,-4.73%,-1.61,69.6万手,3884手,32.46,32.47,0.00%,2.58%,22.5亿,18.68 ①,化学制品,33.57,31.62,33.52,34.07,5.72%,1.17,12.36%,412手,32.38,40.0万手,29.5万手,1.36,44手,401手,4.05,27.0亿,876亿元,27.0亿,876亿元,-6.08%,-9.23%,9.84%,13.62%
2410,'600707,彩虹股份,10.35,-4.78%,-0.52,164万手,2.12万手,10.34,10.35,0.00%,4.57%,16.9亿,1678.78 ①,面板,10.77,9.82,10.77,10.87,8.74%,0.79,-6.93%,-1339手,10.33,88.3万手,75.5万手,1.17,2060手,795手,1.7,35.9亿,371亿元,35.9亿,371亿元,-3.90%,13.11%,16.57%,33.57%
2411,'600141,兴发集团,30.62,-4.91%,-1.58,33.1万手,2361手,30.62,30.63,-0.03%,2.76%,10.2亿,35.85 ①,磷肥及磷化工,32.16,30.5,32.16,32.2,5.16%,0.84,65.72%,2696手,30.82,20.9万手,12.2万手,1.71,1019手,123手,1.47,12.0亿,368亿元,12.0亿,368亿元,-5.84%,-7.85%,8.08%,19.11%
2412,'600488,津药药业,6,-4.91%,-0.31,167万手,2.41万手,6,6.01,-0.17%,15.28%,10.1亿,117.90 ①,化学制药,6.35,5.77,5.77,6.31,9.19%,1.02,54.15%,1.06万手,6.04,84.7万手,82.2万手,1.03,3343手,1365手,2.15,10.9亿,65.5亿元,10.9亿,65.5亿元,-22.98%,-9.09%,23.28%,90.08%
2413,'600180,*ST瑞茂,1.74,-4.92%,-0.09,3778手,6手,--,1.74,0.00%,0.03%,65.7万,亏损 ①,原材料供应链服务,1.74,1.74,1.74,1.83,0.00%,0.84,-100.00%,-56.0万手,1.74,0手,3778手,0,0手,55.6万手,0.44,10.9亿,18.9亿元,10.9亿,18.9亿元,-14.29%,-26.58%,0.07%,0.24%
2414,'600370,*ST三房,1.53,-4.97%,-0.08,1.94万手,172手,--,1.53,0.00%,0.05%,297万,46.94 ①,化学纤维,1.53,1.53,1.53,1.61,0.00%,0.43,-100.00%,-101万手,1.53,0手,1.94万手,0,0手,100万手,1.25,40.2亿,61.5亿元,40.2亿,61.5亿元,-14.04%,-26.09%,0.19%,0.61%
2415,'603580,*ST艾艾,25.69,-4.99%,-1.35,1.74万手,82手,--,25.69,0.00%,1.33%,4490万,300.80 ①,其他塑料制品,26.42,25.69,26.01,27.04,2.70%,0.69,-100.00%,-4536手,25.82,5414手,1.20万手,0.45,0手,4482手,7.38,1.31亿,33.6亿元,1.31亿,33.6亿元,0.47%,-0.35%,4.77%,11.05%
2416,'603389,*ST亚振,63.11,-5.00%,-3.32,8816手,67手,--,63.11,0.00%,0.34%,5591万,亏损 ①,轻工制造,65.13,63.11,65,66.43,3.04%,0.39,-100.00%,-8245手,63.42,1850手,6966手,0.27,0手,8211手,82.7,2.63亿,166亿元,2.63亿,166亿元,-5.24%,-5.79%,2.51%,4.69%
2417,'603379,三美股份,55.1,-5.00%,-2.9,17.5万手,782手,55.1,55.11,-0.02%,2.87%,9.65亿,16.63 ①,化学制品,57.5,53.8,57,58,6.38%,1.34,25.63%,207手,55.05,9.19万手,8.33万手,1.1,218手,106手,3.9,6.10亿,336亿元,6.10亿,336亿元,-9.70%,-11.14%,10.05%,13.59%
2418,'600381,*ST春天,5.11,-5.02%,-0.27,22.0万手,178手,--,5.11,0.00%,3.75%,1.14亿,亏损 ①,食品饮料,5.3,5.11,5.29,5.38,3.53%,1.41,-100.00%,-3255手,5.17,12.6万手,9.36万手,1.35,0手,2309手,3.06,5.87亿,30.0亿元,5.87亿,30.0亿元,0.99%,16.93%,16.51%,17.02%
2419,'600745,*ST闻泰,16.84,-5.02%,-0.89,1.93万手,238手,--,16.84,0.00%,0.16%,3254万,亏损 ①,分立器件,16.84,16.84,16.84,17.73,0.00%,0.46,-100.00%,-105万手,16.84,0手,1.93万手,0,0手,103万手,0.92,12.4亿,210亿元,12.4亿,210亿元,-14.26%,-26.46%,0.90%,1.86%
2420,'600678,ST金顶,6.23,-5.03%,-0.33,8719手,206手,--,6.23,0.00%,0.25%,543万,293.43 ①,建筑材料,6.23,6.23,6.23,6.56,0.00%,0.3,-100.00%,-39.2万手,6.23,0手,8719手,0,0手,38.8万手,8.43,3.49亿,21.7亿元,3.49亿,21.7亿元,-14.19%,-26.36%,2.58%,4.49%
2421,'603726,朗迪集团,28.63,-5.04%,-1.52,15.9万手,1518手,28.63,28.64,0.00%,8.63%,4.60亿,15.20 ①,家用电器,30,28.1,29.49,30.15,6.30%,2.17,43.58%,692手,28.86,8.65万手,7.29万手,1.19,270手,23手,3.55,1.86亿,53.2亿元,1.85亿,52.9亿元,7.19%,7.39%,15.78%,28.51%
2422,'600243,*ST海华,4.11,-5.08%,-0.22,2.34万手,11手,--,4.11,0.00%,0.53%,960万,亏损 ①,其他通用设备,4.11,4.11,4.11,4.33,0.00%,0.21,-100.00%,-9.94万手,4.11,0手,2.34万手,0,0手,9.60万手,3.27,4.39亿,18.0亿元,4.39亿,18.0亿元,-5.30%,-6.80%,5.71%,13.41%
2423,'600759,ST洲际,2.8,-5.08%,-0.15,5.14万手,546手,--,2.8,0.00%,0.12%,1440万,26.21 ①,油气开采Ⅱ,2.8,2.8,2.8,2.95,0.00%,0.73,-100.00%,-414万手,2.8,0手,5.14万手,0,0手,408万手,1.28,41.5亿,116亿元,41.4亿,116亿元,-14.37%,-26.51%,0.42%,0.97%
2424,'603279,景津装备,16.18,-5.10%,-0.87,20.5万手,1043手,16.18,16.19,0.00%,3.56%,3.35亿,18.88 ①,其他通用设备,16.7,15.88,16.52,17.05,4.81%,2.71,50.84%,910手,16.29,9.92万手,10.6万手,0.93,21手,20手,2.01,5.76亿,93.3亿元,5.76亿,93.3亿元,-11.39%,-16.12%,6.56%,10.14%
2425,'688205,德科立,258,-5.15%,-14,13.3万手,1069手,257.96,258,0.00%,8.40%,33.7亿,519.85 ①,通信设备,268,243.92,266.91,272,8.85%,1.03,-28.55%,-33手,253.53,6.91万手,6.39万手,1.08,19手,34手,17.44,1.58亿,408亿元,1.58亿,408亿元,-9.53%,-4.05%,22.76%,49.37%
2426,'688195,腾景科技,331.08,-5.16%,-18.01,6.10万手,802手,331.08,331.1,0.02%,4.71%,20.0亿,741.75 ①,光学元件,343.28,318.99,343.28,349.09,6.96%,0.87,67.94%,271手,328.35,3.16万手,2.94万手,1.08,4手,12手,42.07,1.29亿,428亿元,1.29亿,428亿元,-9.79%,-11.85%,13.78%,31.79%
2427,'600531,豫光金铅,14.12,-5.23%,-0.78,70.4万手,4757手,14.12,14.13,0.00%,5.82%,9.97亿,15.53 ①,有色金属,14.8,13.96,14.8,14.9,5.64%,0.71,-12.09%,-805手,14.16,40.2万手,30.2万手,1.33,25手,769手,2.4,12.1亿,171亿元,12.1亿,171亿元,-15.55%,-15.30%,20.50%,46.91%
2428,'600232,金鹰股份,8.45,-5.27%,-0.47,11.5万手,1134手,8.44,8.45,0.24%,3.16%,9854万,66.27 ①,专用设备,8.94,8.39,8.93,8.92,6.17%,1.21,58.11%,1423手,8.55,6.05万手,5.48万手,1.1,82手,355手,3.21,3.65亿,30.8亿元,3.65亿,30.8亿元,-4.84%,-6.63%,7.63%,16.26%
2429,'688525,佰维存储,313.43,-5.34%,-17.67,44.4万手,3814手,313.42,313.43,-0.01%,9.44%,138亿,12.73 ①,数字芯片设计,324,301.01,322.01,331.1,6.94%,0.99,-0.54%,-8手,311.25,24.2万手,20.2万手,1.2,651手,657手,17.34,4.71亿,1476亿元,4.71亿,1476亿元,-3.07%,-0.72%,29.61%,56.93%
2430,'600227,赤天化,3.42,-5.52%,-0.2,123万手,7006手,3.42,3.43,-0.29%,9.60%,4.19亿,亏损 ①,农化制品,3.62,3.35,3.6,3.62,7.46%,0.93,32.59%,2.16万手,3.41,75.5万手,47.1万手,1.6,1.18万手,7793手,2.57,16.9亿,57.8亿元,12.8亿,43.7亿元,-5.52%,-12.76%,28.27%,61.52%
2431,'603399,永杉锂业,18.45,-5.58%,-1.09,78.8万手,1.01万手,18.45,18.46,0.05%,15.39%,14.6亿,17.83 ①,锂,19.62,18.16,19.56,19.54,7.47%,0.8,34.59%,2493手,18.56,41.9万手,36.9万手,1.14,1807手,1352手,5.84,5.12亿,94.5亿元,5.12亿,94.5亿元,-12.56%,-24.88%,49.95%,111.62%
2432,'600641,先导基电,29.23,-5.83%,-1.81,77.5万手,8287手,29.23,29.24,-0.17%,8.33%,22.7亿,亏损 ①,半导体,30.82,28.3,30.45,31.04,8.12%,1.04,-24.25%,-773手,29.24,43.2万手,34.3万手,1.26,33手,957手,3.35,9.47亿,277亿元,9.31亿,272亿元,-4.57%,-0.61%,27.06%,48.57%
2433,'600722,金牛化工,12.08,-5.92%,-0.76,54.9万手,6082手,12.07,12.08,-0.08%,8.07%,6.66亿,157.47 ①,化学原料,12.7,11.9,12.65,12.84,6.23%,0.67,2.32%,210手,12.12,32.2万手,22.7万手,1.42,2286手,23手,6.52,6.80亿,82.2亿元,6.80亿,82.2亿元,-3.59%,-14.27%,27.11%,68.23%
2434,'603156,养元饮品,48.36,-6.02%,-3.1,29.1万手,2087手,48.36,48.38,0.00%,2.31%,14.0亿,18.86 ①,食品饮料,52.38,46.31,52.02,51.46,11.80%,1.48,38.48%,339手,48.22,15.5万手,13.6万手,1.14,541手,9手,6.15,12.6亿,609亿元,12.6亿,609亿元,2.18%,13.49%,5.81%,10.13%
2435,'688323,瑞华泰,31.1,-6.13%,-2.03,12.7万手,1333手,31.1,31.12,0.32%,7.04%,3.97亿,亏损 ①,膜材料,32.99,30.81,32.8,33.13,6.58%,0.58,44.01%,191手,31.36,6.89万手,5.78万手,1.19,76手,5手,7.82,1.80亿,56.0亿元,1.80亿,56.0亿元,-10.12%,13.01%,28.17%,67.43%
2436,'688282,理工导航,85.88,-6.13%,-5.61,2.97万手,108手,85.88,86.29,-0.58%,3.37%,2.57亿,亏损 ①,国防军工,92.14,85,90.58,91.49,7.80%,0.9,-25.52%,-20手,86.76,1.58万手,1.38万手,1.14,0手,3手,6,8800万,75.6亿元,8800万,75.6亿元,-8.64%,-13.47%,9.29%,22.03%
2437,'605099,共创草坪,44.94,-6.76%,-3.26,9.04万手,970手,44.93,44.94,-0.04%,2.25%,4.10亿,22.53 ①,轻工制造,47.2,43.98,46.83,48.2,6.68%,1.64,5.62%,33手,45.35,4.39万手,4.65万手,0.94,56手,12手,5.42,4.03亿,181亿元,4.01亿,180亿元,-7.70%,-12.57%,5.41%,9.11%
2438,'688545,兴福电子,87.3,-7.03%,-6.6,25.1万手,2685手,87.29,87.3,0.01%,13.75%,21.6亿,122.73 ①,电子化学品Ⅱ,89,82.01,88.99,93.9,7.44%,0.88,44.68%,335手,86.12,12.8万手,12.2万手,1.05,398手,112手,10.41,3.60亿,314亿元,1.82亿,159亿元,-1.95%,15.48%,40.52%,92.33%
2439,'688202,美迪西,63.99,-7.10%,-4.89,9.16万手,434手,63.97,63.99,-0.05%,6.82%,6.03亿,137.64 ①,医疗服务,70.85,62.73,70,68.88,11.79%,1.53,-47.03%,-146手,65.79,4.89万手,4.27万手,1.14,28手,64手,4.39,1.34亿,86.0亿元,1.34亿,86.0亿元,-2.97%,-1.52%,16.95%,29.06%
2440,'688171,纬德信息,53.33,-7.14%,-4.1,3.11万手,129手,53.31,53.33,-0.09%,3.71%,1.69亿,亏损 ①,软件开发,57.9,52.81,57.69,57.43,8.86%,1.22,4.97%,6手,54.47,1.85万手,1.26万手,1.47,31手,2手,5.41,8377万,44.7亿元,8377万,44.7亿元,-7.57%,-6.44%,8.83%,18.96%
2441,'688146,中船特气,126.13,-7.19%,-9.77,20.9万手,2408手,126.13,126.33,-0.43%,14.44%,26.2亿,164.82 ①,半导体,134.88,118.4,131.5,135.9,12.13%,0.75,14.16%,9手,125.22,10.6万手,10.3万手,1.03,24手,10手,11.38,5.29亿,668亿元,1.45亿,183亿元,-10.62%,31.65%,52.72%,110.21%
2442,'605365,立达信,19.88,-7.32%,-1.57,26.3万手,1826手,19.88,19.89,-0.10%,5.24%,5.26亿,125.50 ①,照明设备Ⅱ,21.8,19.4,21.1,21.45,11.19%,1.53,-57.81%,-455手,19.99,15.5万手,10.8万手,1.43,25手,30手,2.62,5.02亿,99.8亿元,5.02亿,99.8亿元,-22.65%,-31.47%,14.14%,22.36%
2443,'600088,中视传媒,15.92,-7.44%,-1.28,27.8万手,5076手,15.92,15.93,0.00%,6.99%,4.55亿,2338.68 ①,影视动漫制作,17.2,15.89,17.03,17.2,7.62%,1.11,29.47%,1245手,16.39,14.6万手,13.2万手,1.11,659手,451手,5.05,3.98亿,63.3亿元,3.98亿,63.3亿元,-6.08%,-5.74%,25.92%,38.46%
2444,'688549,中巨芯-U,17.2,-7.63%,-1.42,163万手,2.06万手,17.19,17.2,-0.35%,27.67%,28.1亿,996.17 ①,电子化学品Ⅱ,18.38,16.56,17.75,18.62,9.77%,1.59,-16.21%,-397手,17.21,89.1万手,74.0万手,1.2,96手,192手,8.44,14.8亿,254亿元,5.89亿,101亿元,22.94%,30.40%,75.55%,114.56%
