序,代码,名称,最新,涨幅,涨跌,成交量,现量,买一价,卖一价,涨速,换手,成交额,市盈率,所属行业,最高,最低,开盘,昨收,振幅,量比,委比,委差,均价,内盘,外盘,内外比,买一量,卖一量,市净率,总股本,总市值,流通股本,流通市值,3日涨幅,6日涨幅,3日换手,6日换手
77,'001287,中电港,28.36,0.21%,0.06,35.1万手,4971手,28.36,28.37,0.00%,4.62%,9.80亿,34.00 ①,其他电子Ⅲ,28.39,27.37,28,28.3,3.60%,0.6,-5.03%,-160手,27.91,18.3万手,16.8万手,1.08,852手,204手,3.89,7.60亿,216亿元,7.60亿,216亿元,-5.28%,-7.86%,17.60%,43.37%
78,'301398,星源卓镁,44.73,0.13%,0.06,1.20万手,60手,44.72,44.73,0.00%,3.23%,5364万,亏损 ①,车身附件及饰件,45.45,44.14,44.88,44.67,2.93%,0.78,-36.59%,-30手,44.66,6772手,5237手,1.29,1手,22手,4.55,1.12亿,50.1亿元,3722万,16.6亿元,-0.27%,-6.66%,11.78%,23.96%
79,'000901,航天科技,22.18,0.09%,0.02,18.8万手,1436手,22.18,22.19,-0.05%,2.35%,4.11亿,294.49 ①,汽车电子电气系统,22.25,21.66,22.2,22.16,2.66%,0.64,19.31%,820手,21.94,9.84万手,8.91万手,1.1,1467手,192手,4.17,7.98亿,177亿元,7.98亿,177亿元,-0.58%,-9.51%,8.19%,20.62%
80,'300033,同花顺,228.08,0.04%,0.08,13.6万手,1139手,228.06,228.08,0.00%,3.10%,30.5亿,167.68 ①,软件开发,229.98,221.45,228.99,228,3.74%,0.8,-66.10%,-378手,224.61,7.37万手,6.22万手,1.18,3手,19手,17.54,7.53亿,1717亿元,4.38亿,1000亿元,-3.76%,-10.58%,10.48%,22.58%
81,'301696,三瑞智能,160.55,2.21%,3.47,13.8万手,942手,160.55,160.56,0.34%,45.72%,22.4亿,123.23 ①,国防军工,169,152.06,152.06,157.08,10.78%,1.18,33.99%,56手,162.57,6.86万手,6.90万手,0.99,1手,5手,44.7,4.00亿,642亿元,3008万,48.3亿元,38.13%,30.44%,138.90%,239.42%
82,'301687,新广益,60.1,-2.75%,-1.7,3.23万手,420手,60.09,60.1,0.08%,10.95%,1.94亿,83.73 ①,膜材料,61.8,59.01,61.4,61.8,4.51%,0.74,-32.34%,-92手,59.97,1.99万手,1.24万手,1.61,74手,83手,5.76,1.47亿,88.3亿元,2954万,17.8亿元,-2.86%,-14.50%,31.87%,84.99%
83,'301683,慧谷新材,142.68,-3.82%,-5.67,3.10万手,240手,142.63,142.68,0.21%,21.73%,4.50亿,36.78 ①,化学制品,153,141.5,150.01,148.35,7.75%,1.08,-63.46%,-66手,145.14,1.86万手,1.24万手,1.51,1手,77手,3.79,6312万,90.1亿元,1427万,20.4亿元,8.88%,1.55%,65.45%,122.66%
84,'301682,宏明电子,155.44,1.93%,2.94,6.65万手,511手,155.44,155.45,0.06%,25.89%,10.4亿,33.88 ①,国防军工,160.5,151,153.02,152.5,6.23%,1.54,55.21%,44手,156.23,3.30万手,3.35万手,0.99,13手,1手,3.78,1.22亿,189亿元,2569万,39.9亿元,10.23%,8.79%,64.45%,109.76%
85,'301680,固德电材,112.85,-5.68%,-6.8,3.65万手,329手,112.84,112.85,0.04%,21.70%,4.21亿,47.59 ①,底盘与发动机系统,121.89,111.51,119.29,119.65,8.68%,1.41,-55.69%,-133手,115.51,2.27万手,1.38万手,1.65,1手,135手,4.91,8280万,93.4亿元,1680万,19.0亿元,-1.87%,-7.32%,50.55%,98.91%
86,'301678,新恒汇,62.13,2.41%,1.46,2.64万手,236手,62.13,62.14,0.13%,5.51%,1.61亿,376.12 ①,半导体,62.16,59.6,60.3,60.67,4.22%,1.08,21.30%,72手,60.89,1.26万手,1.38万手,0.91,181手,17手,7.75,2.40亿,149亿元,4791万,29.8亿元,0.75%,-1.33%,15.35%,30.99%
87,'301668,昊创瑞通,43.78,-0.07%,-0.03,8407手,133手,43.78,43.82,0.00%,3.46%,3676万,149.97 ①,电力设备,44.08,43.31,43.52,43.81,1.76%,0.47,-40.58%,-127手,43.73,4246手,4161手,1.02,58手,68手,4.76,1.10亿,48.2亿元,2433万,10.7亿元,-0.05%,-3.06%,11.98%,40.25%
88,'301667,纳百川,96.85,-8.42%,-8.9,4.54万手,398手,96.84,96.85,0.04%,20.16%,4.50亿,373.06 ①,底盘与发动机系统,104.92,96,103.2,105.75,8.43%,1.03,39.29%,88手,99.14,2.68万手,1.86万手,1.44,148手,28手,8.39,1.12亿,108亿元,2249万,21.8亿元,-4.49%,-17.29%,51.76%,118.11%
89,'301666,大普微-UW,--,--,--,--,--,--,--,--,--,--,240.58 ①,计算机,--,--,--,816,--,--,--,--,--,--,--,--,--,--,399.42,4.36亿,3560亿元,2652万,216亿元,--,--,47.28%,126.22%
90,'301665,泰禾股份,26,0.58%,0.15,1.97万手,179手,26,26.01,0.00%,1.89%,5096万,21.82 ①,农化制品,26.21,25.7,25.85,25.85,1.97%,0.67,62.12%,351手,25.92,1.08万手,8846手,1.22,116手,29手,3.13,4.50亿,117亿元,1.04亿,27.1亿元,0.00%,-5.07%,6.55%,16.06%
91,'301662,宏工科技,168.1,-2.47%,-4.25,1.78万手,139手,168.1,168.16,0.04%,5.77%,2.98亿,44.21 ①,电力设备,173.89,165.09,171.31,172.35,5.11%,1.1,-0.98%,-1手,167.73,9198手,8554手,1.08,21手,31手,8.68,8000万,134亿元,3075万,51.7亿元,-3.47%,-8.14%,15.96%,31.96%
92,'301658,首航新能,40.88,0.44%,0.18,10.2万手,847手,40.88,40.89,0.00%,10.48%,4.23亿,亏损 ①,电力设备,42.97,40.45,40.49,40.7,6.19%,1.07,-66.55%,-263手,41.44,5.60万手,4.61万手,1.21,42手,167手,5.29,4.12亿,169亿元,9742万,39.8亿元,2.46%,-2.97%,36.13%,59.54%
93,'301656,联合动力,19.74,0.10%,0.02,5.69万手,899手,19.74,19.75,0.00%,2.79%,1.12亿,244.52 ①,汽车电子电气系统,20.05,19.59,19.62,19.72,2.33%,0.63,23.48%,422手,19.75,3.16万手,2.53万手,1.25,456手,222手,4.92,24.0亿,475亿元,2.04亿,40.2亿元,3.84%,-2.57%,13.53%,25.13%
94,'301638,南网数字,30.61,2.99%,0.89,41.1万手,5948手,30.6,30.61,0.00%,16.43%,12.5亿,315.22 ①,IT服务Ⅲ,30.99,29.1,29.66,29.72,6.36%,1.03,22.79%,789手,30.45,20.3万手,20.8万手,0.97,1048手,314手,8.67,31.8亿,973亿元,2.50亿,76.6亿元,3.41%,-1.95%,40.66%,96.52%
95,'301636,泽润新能,59.37,-1.87%,-1.13,1.48万手,88手,59.37,59.41,-0.07%,3.91%,8808万,3435.32 ①,电力设备,61.49,58.72,60.04,60.5,4.58%,0.68,-12.15%,-13手,59.66,9066手,5698手,1.59,18手,21手,3.57,6469万,38.4亿元,3775万,22.4亿元,-4.57%,-10.43%,14.24%,32.82%
96,'301633,港迪技术,60.3,-0.66%,-0.4,5226手,58手,60.3,60.35,0.08%,2.05%,3158万,亏损 ①,工控设备,61.63,59.69,60.84,60.7,3.20%,0.96,-7.32%,-3手,60.44,2632手,2594手,1.01,5手,11手,3.61,5568万,33.6亿元,2551万,15.4亿元,-0.82%,-5.91%,6.71%,12.68%
97,'301632,广东建科,20.09,0.20%,0.04,1.55万手,148手,20.09,20.1,0.00%,2.11%,3099万,601.90 ①,检测服务,20.33,19.82,20.09,20.05,2.54%,0.82,41.85%,213手,20.05,8012手,7444手,1.08,302手,50手,3.03,4.19亿,84.1亿元,7326万,14.7亿元,-1.52%,-5.90%,7.65%,15.02%
98,'301631,壹连科技,134.2,0.07%,0.1,2.66万手,172手,134.07,134.2,0.15%,8.55%,3.54亿,43.41 ①,汽车电子电气系统,137.47,128.55,133.05,134.1,6.65%,0.8,-56.76%,-21手,132.92,1.18万手,1.48万手,0.79,1手,17手,4.6,9141万,123亿元,3114万,41.8亿元,-1.77%,7.64%,26.09%,61.99%
99,'301630,同宇新材,260.82,1.84%,4.71,1.16万手,91手,260.81,260.82,0.00%,11.60%,2.96亿,57.90 ①,通用设备,261.52,247.58,253,256.11,5.44%,0.73,61.90%,39手,255.4,5516手,6083手,0.91,14手,5手,5.96,4000万,104亿元,1000万,26.1亿元,-0.56%,1.09%,39.28%,90.94%
100,'301629,矽电股份,418.58,2.79%,11.38,1.98万手,259手,418.5,418.58,0.05%,10.32%,8.21亿,亏损 ①,半导体设备,422,400,409.05,407.2,5.40%,0.79,-41.18%,-19手,414.36,9314手,1.05万手,0.89,5手,4手,14.77,4173万,175亿元,1920万,80.4亿元,3.61%,6.32%,34.21%,75.98%
101,'301626,苏州天脉,273.68,1.26%,3.4,1.76万手,114手,273.68,274.19,0.01%,3.35%,4.73亿,635.27 ①,消费电子,274.84,261.08,268.52,270.28,5.09%,0.81,24.48%,35手,268.32,8261手,9373手,0.88,6手,25手,19.6,1.16亿,317亿元,5262万,144亿元,-5.00%,-8.46%,11.44%,24.14%
102,'301622,英思特,56.53,-1.86%,-1.07,1.50万手,149手,56.51,56.53,0.00%,2.33%,8515万,亏损 ①,有色金属,58,56.18,57.44,57.6,3.16%,0.9,-23.40%,-22手,56.63,8321手,6716手,1.24,10手,19手,4.22,1.16亿,65.5亿元,6466万,36.6亿元,-2.70%,-6.42%,7.20%,15.23%
103,'301618,长联科技,52.14,0.10%,0.05,5355手,198手,52.12,52.14,-0.11%,1.62%,2792万,187.78 ①,化学制品,52.77,51.69,52.09,52.09,2.07%,0.48,54.91%,94手,52.14,2804手,2551手,1.1,49手,5手,4.96,9022万,47.0亿元,3315万,17.3亿元,-0.46%,-1.64%,6.76%,18.62%
104,'301617,博苑新材,69,5.10%,3.35,4.23万手,256手,68.99,69,0.00%,7.98%,2.82亿,45.17 ①,化学制品,69.24,63.45,65.11,65.65,8.82%,0.91,15.67%,42手,66.54,1.76万手,2.47万手,0.71,59手,67手,5.18,1.34亿,92.2亿元,5304万,36.6亿元,0.64%,7.54%,22.20%,51.72%
105,'301616,浙江华业,44.87,0.72%,0.32,6393手,28手,44.87,44.9,0.00%,2.25%,2873万,60.84 ①,其他通用设备,45.58,44.35,44.53,44.55,2.76%,0.77,0.61%,1手,44.94,3104手,3289手,0.94,28手,14手,2.46,8000万,35.9亿元,2840万,12.7亿元,2.44%,-2.09%,7.99%,16.82%
106,'301613,新铝时代,45.36,0.89%,0.4,1.63万手,58手,45.36,45.38,0.13%,1.94%,7360万,28.24 ①,汽车,46.1,44.3,45,44.96,4.00%,0.82,34.94%,58手,45.13,9184手,7125手,1.29,40手,10手,3.86,1.44亿,65.2亿元,8390万,38.1亿元,-1.82%,-5.30%,5.55%,13.77%
107,'301611,珂玛科技,120.2,-3.30%,-4.1,16.0万手,1466手,120.2,120.21,-0.01%,10.89%,18.8亿,285.52 ①,半导体,121.38,113.66,119.89,124.3,6.21%,0.83,33.82%,146手,118.05,8.14万手,7.83万手,1.04,219手,32手,28.63,4.36亿,524亿元,1.47亿,176亿元,0.97%,6.48%,40.57%,76.94%
108,'301609,山大电力,52.93,4.19%,2.13,5.13万手,671手,52.92,52.93,-0.04%,14.01%,2.66亿,148.46 ①,电力设备,53.29,49.5,50.58,50.8,7.46%,0.96,-76.16%,-798手,51.8,2.45万手,2.68万手,0.92,4手,230手,6.65,1.63亿,86.2亿元,3665万,19.4亿元,7.36%,11.95%,33.89%,86.73%
109,'301608,博实结,100.75,0.90%,0.9,1.28万手,266手,100.74,100.79,-0.05%,3.21%,1.27亿,40.68 ①,计算机,101.08,97.51,100,99.85,3.58%,0.79,80.27%,301手,99.52,6302手,6503手,0.97,257手,1手,4.03,8899万,89.7亿元,3994万,40.2亿元,-0.25%,2.45%,10.48%,23.43%
110,'301607,富特科技,54.55,2.19%,1.17,6.94万手,668手,54.55,54.56,0.04%,6.40%,3.76亿,29.64 ①,汽车电子电气系统,55.15,52.86,54,53.38,4.29%,0.93,70.99%,372手,54.19,3.25万手,3.69万手,0.88,13手,29手,6.46,1.67亿,91.2亿元,1.08亿,59.1亿元,3.71%,1.02%,19.67%,40.99%
111,'301606,绿联科技,80,-0.95%,-0.77,5.69万手,613手,79.99,80,0.14%,3.45%,4.55亿,34.92 ①,消费电子,81.58,79.18,80.1,80.77,2.97%,0.95,-75.00%,-294手,79.97,2.44万手,3.25万手,0.75,1手,292手,9.17,4.15亿,332亿元,1.65亿,132亿元,-2.00%,5.67%,9.37%,21.57%
112,'301603,乔锋智能,141.7,4.92%,6.65,3.29万手,490手,141.69,141.7,0.00%,8.71%,4.58亿,40.41 ①,通用设备,142.91,132.6,134.51,135.05,7.63%,0.83,-83.22%,-496手,139.32,1.38万手,1.91万手,0.72,30手,62手,6.84,1.21亿,171亿元,3773万,53.5亿元,3.69%,6.94%,29.59%,61.23%
113,'301602,超研股份,18.02,1.81%,0.32,1.73万手,83手,18.02,18.03,-0.06%,0.83%,3113万,211.70 ①,医疗器械,18.18,17.64,17.7,17.7,3.05%,0.9,-28.80%,-72手,18.03,8928手,8342手,1.07,30手,38手,5.64,4.28亿,77.2亿元,2.08亿,37.6亿元,-1.26%,-5.26%,2.53%,5.42%
114,'301601,惠通科技,21.38,0.85%,0.18,1.39万手,175手,21.32,21.38,-0.33%,1.65%,2968万,亏损 ①,专用设备,21.73,20.99,21.21,21.2,3.49%,0.81,-18.18%,-36手,21.35,6928手,6978手,0.99,2手,21手,2.26,1.40亿,30.0亿元,8448万,18.1亿元,-1.47%,-4.68%,5.90%,11.83%
115,'301600,慧翰股份,118.2,1.68%,1.95,9140手,134手,118.16,118.2,0.19%,2.83%,1.07亿,75.33 ①,计算机,118.29,115.85,117.41,116.25,2.10%,0.71,-78.08%,-171手,117.36,4366手,4774手,0.91,2手,107手,9.73,1.05亿,124亿元,3226万,38.1亿元,3.14%,-1.47%,11.54%,22.76%
116,'301599,理奇智能,70.3,-0.37%,-0.26,28.6万手,1571手,70.3,70.48,0.13%,52.37%,20.6亿,119.05 ①,其他自动化设备,76.2,68.68,74.39,70.56,10.66%,1.42,90.60%,1176手,71.88,14.6万手,14.1万手,1.04,916手,5手,20.04,4.32亿,303亿元,5470万,38.5亿元,23.57%,-2.02%,123.63%,236.93%
117,'301598,博科测试,66.61,-0.40%,-0.27,5235手,54手,66.61,66.62,0.05%,2.98%,3469万,55.49 ①,专用设备,67.28,65.65,67.19,66.88,2.44%,0.57,-43.21%,-35手,66.26,2614手,2621手,1,1手,2手,3.9,5890万,39.2亿元,1755万,11.7亿元,1.54%,-0.12%,14.45%,28.98%
118,'301596,瑞迪智驱,84.46,1.86%,1.54,3.85万手,510手,84.45,84.46,0.00%,12.30%,3.28亿,80.37 ①,通用设备,87,81.93,82.47,82.92,6.11%,1.53,14.14%,39手,85.18,2.05万手,1.81万手,1.13,1手,4手,7.28,7717万,65.2亿元,3132万,26.5亿元,15.98%,15.48%,41.50%,52.50%
119,'301595,太力科技,50.52,9.59%,4.42,4.36万手,374手,50.52,50.53,0.00%,10.67%,2.16亿,124.91 ①,轻工制造,51.2,46.34,47,46.1,10.54%,2.17,-47.54%,-299手,49.63,2.11万手,2.25万手,0.94,118手,8手,5.98,1.08亿,54.7亿元,4083万,20.6亿元,6.63%,-0.65%,19.70%,35.28%
120,'301592,六九一二,127.63,0.89%,1.13,1.06万手,77手,127.63,127.64,-0.04%,4.53%,1.34亿,亏损 ①,国防军工,127.89,125.02,125.99,126.5,2.27%,0.7,-15.79%,-6手,126.74,4492手,6094手,0.74,5手,12手,9.51,7000万,89.3亿元,2336万,29.8亿元,-1.82%,-4.67%,17.78%,36.70%
121,'301591,肯特股份,45.7,-0.54%,-0.25,2.08万手,237手,45.66,45.7,-0.09%,6.14%,9457万,57.14 ①,其他塑料制品,46.58,44.58,45.89,45.95,4.35%,0.55,73.16%,229手,45.39,1.05万手,1.04万手,1.01,37手,3手,4.18,8412万,38.4亿元,3394万,15.5亿元,1.22%,3.77%,31.57%,61.84%
122,'301590,优优绿能,201.8,0.90%,1.8,8202手,94手,201.66,201.89,0.15%,9.53%,1.64亿,亏损 ①,电力设备,204,195.18,200.56,200,4.41%,0.55,13.85%,9手,199.99,4189手,4013手,1.04,2手,1手,4.38,4205万,84.9亿元,860万,17.4亿元,-2.99%,4.59%,47.12%,96.14%
123,'301589,诺瓦星云,188.59,5.69%,10.15,2.29万手,228手,188.59,188.6,0.00%,6.65%,4.26亿,45.73 ①,计算机,189.59,178.46,179.99,178.44,6.24%,2.29,13.04%,24手,185.87,1.15万手,1.15万手,1,58手,69手,4.55,9245万,174亿元,3446万,65.0亿元,6.83%,5.44%,15.05%,21.18%
124,'301588,美新科技,35.99,4.53%,1.56,6.61万手,1523手,35.98,35.99,0.17%,9.01%,2.33亿,99.32 ①,轻工制造,36.2,34.08,34.21,34.43,6.16%,0.8,-52.16%,-242手,35.22,3.13万手,3.48万手,0.9,8手,33手,4.52,1.19亿,42.8亿元,7336万,26.4亿元,1.93%,1.38%,28.42%,65.25%
125,'301587,中瑞股份,27.8,-1.31%,-0.37,4.08万手,341手,27.8,27.83,-0.18%,5.55%,1.13亿,67.94 ①,电力设备,28.56,27.24,28.06,28.17,4.69%,0.59,-52.57%,-184手,27.74,2.31万手,1.77万手,1.3,2手,20手,2.05,1.47亿,41.0亿元,7345万,20.4亿元,3.96%,-2.90%,25.81%,52.56%
126,'301586,佳力奇,43.25,0.37%,0.16,9007手,51手,43.25,43.26,-0.23%,1.70%,3869万,239.27 ①,国防军工,43.73,42.46,43.47,43.09,2.95%,0.68,66.08%,113手,42.95,4261手,4746手,0.9,4手,12手,2.77,8298万,35.9亿元,5291万,22.9亿元,-2.06%,-3.29%,5.02%,14.29%
127,'301585,蓝宇股份,28.88,0.38%,0.11,8410手,71手,28.86,28.88,0.10%,1.23%,2418万,54.86 ①,化学制品,29.07,28.44,28.83,28.77,2.19%,0.59,-40.42%,-232手,28.75,4331手,4079手,1.06,1手,36手,2.99,1.04亿,30.0亿元,6811万,19.7亿元,-0.55%,-6.39%,4.32%,11.72%
128,'301584,建发致新,25.4,0.08%,0.02,1.77万手,158手,25.4,25.41,0.00%,3.29%,4481万,41.04 ①,医药流通,25.65,25.16,25.25,25.38,1.93%,0.72,0.96%,4手,25.37,9764手,7901手,1.24,38手,81手,4.93,4.21亿,107亿元,5371万,13.6亿元,-0.59%,-6.45%,11.47%,26.12%
129,'301581,黄山谷捷,50.49,1.94%,0.96,8624手,276手,50.48,50.49,0.18%,2.04%,4327万,123.49 ①,汽车电子电气系统,50.55,49.55,49.75,49.53,2.02%,1.02,-72.41%,-168手,50.17,3470手,5154手,0.67,1手,117手,3.97,8000万,40.4亿元,4229万,21.4亿元,1.18%,1.61%,6.00%,12.08%
130,'301580,爱迪特,63.28,0.54%,0.34,4.68万手,132手,63.28,63.39,-0.19%,6.49%,2.91亿,44.07 ①,医疗器械,63.89,60.41,62.97,62.94,5.53%,0.8,11.54%,12手,62.17,2.44万手,2.24万手,1.09,34手,1手,3.11,1.07亿,67.4亿元,7202万,45.6亿元,-13.23%,-17.76%,29.74%,47.05%
131,'301578,辰奕智能,35.74,0.03%,0.01,7418手,23手,35.72,35.74,0.06%,3.20%,2645万,亏损 ①,家用电器,35.96,35.32,35.73,35.73,1.79%,0.75,-31.71%,-65手,35.66,4118手,3300手,1.25,5手,3手,3.13,8149万,29.1亿元,2317万,8.28亿元,1.10%,-0.56%,10.89%,24.42%
132,'301577,美信科技,75.71,1.11%,0.83,1.28万手,77手,75.71,75.73,0.03%,6.79%,9655万,亏损 ①,通信设备,76.41,73.84,74.79,74.88,3.43%,0.67,75.00%,204手,75.48,6642手,6150手,1.08,4手,10手,4.63,4503万,34.1亿元,1884万,14.3亿元,2.53%,2.52%,25.97%,57.46%
133,'301575,艾芬达,47.9,0.42%,0.2,7546手,91手,47.89,47.9,0.00%,4.33%,3631万,35.69 ①,轻工制造,48.63,47.4,47.4,47.7,2.58%,1.06,18.92%,23手,48.12,3702手,3844手,0.96,6手,18手,2.92,8667万,41.5亿元,1741万,8.34亿元,0.50%,-0.70%,13.68%,24.75%
134,'301571,国科天成,65.75,0.64%,0.42,2.54万手,389手,65.75,65.77,-0.03%,2.13%,1.66亿,118.35 ①,国防军工,66.08,64.25,65.16,65.33,2.80%,0.7,-8.45%,-31手,65.23,1.24万手,1.31万手,0.95,12手,143手,5.71,1.79亿,118亿元,1.19亿,78.4亿元,2.35%,-2.40%,7.58%,17.40%
135,'301567,贝隆精密,47.58,1.56%,0.73,1.57万手,251手,47.58,47.6,0.04%,7.37%,7353万,209.10 ①,消费电子,47.65,46.13,46.87,46.85,3.24%,1.21,-12.73%,-28手,46.94,7911手,7752手,1.02,1手,34手,4.71,7200万,34.3亿元,2124万,10.1亿元,4.32%,2.92%,21.52%,37.79%
136,'301566,达利凯普,29.05,5.67%,1.56,24.4万手,2374手,29.04,29.05,0.31%,11.57%,7.04亿,53.85 ①,被动元件,29.66,28.03,28.03,27.49,5.93%,1.29,-19.39%,-303手,28.81,12.2万手,12.2万手,1,45手,195手,7.63,4.00亿,116亿元,2.11亿,61.3亿元,7.04%,9.46%,27.64%,56.40%
137,'301565,中仑新材,22.81,2.01%,0.45,5.21万手,616手,22.8,22.81,0.04%,4.07%,1.18亿,71.75 ①,膜材料,22.98,22.18,22.37,22.36,3.58%,1.65,8.40%,64手,22.63,2.48万手,2.73万手,0.91,235手,69手,3.74,4.00亿,91.2亿元,1.28亿,29.2亿元,2.79%,0.26%,9.40%,16.44%
138,'301563,云汉芯城,170.12,-1.03%,-1.77,1.64万手,137手,170.12,170.13,-0.05%,11.11%,2.76亿,53.64 ①,其他电子Ⅲ,171.48,165.5,171,171.89,3.48%,0.77,-39.27%,-78手,168.52,8541手,7817手,1.09,1手,1手,8.75,6512万,111亿元,1472万,25.0亿元,1.50%,-3.81%,41.98%,83.58%
139,'301560,众捷汽车,41.78,0.87%,0.36,3.71万手,650手,41.78,41.8,-0.24%,6.08%,1.56亿,亏损 ①,底盘与发动机系统,42.89,40.7,41.42,41.42,5.29%,0.67,6.21%,22手,42.08,1.93万手,1.78万手,1.08,33手,4手,5.27,1.22亿,50.8亿元,6106万,25.5亿元,-11.67%,-6.74%,26.41%,51.57%
140,'301559,中集环科,15.99,-0.25%,-0.04,1.66万手,135手,15.99,16,0.06%,1.84%,2651万,105.38 ①,通用设备,16.18,15.88,16.18,16.03,1.87%,0.72,-15.65%,-49手,15.99,8147手,8433手,0.97,4手,43手,2.09,6.00亿,95.9亿元,9000万,14.4亿元,-1.90%,-4.82%,7.17%,14.61%
141,'301558,三态股份,8.1,1.25%,0.1,7.48万手,720手,8.09,8.1,0.00%,3.41%,6036万,112.14 ①,互联网电商,8.16,7.96,7.96,8,2.50%,0.74,-55.83%,-1961手,8.07,3.73万手,3.75万手,0.99,100手,786手,4.62,7.89亿,63.9亿元,2.19亿,17.8亿元,-1.10%,-5.15%,12.22%,26.36%
142,'301557,常友科技,116,1.96%,2.23,8966手,127手,116,116.3,-0.26%,5.05%,1.03亿,亏损 ①,电力设备,116.42,112.52,113.8,113.77,3.43%,1.01,12.21%,47手,114.33,4049手,4917手,0.82,85手,5手,4.96,4431万,51.4亿元,1776万,20.6亿元,2.77%,-1.52%,13.55%,30.13%
143,'301556,托普云农,81.92,2.81%,2.24,1.59万手,105手,81.91,81.92,-0.01%,5.40%,1.29亿,285.20 ①,IT服务Ⅲ,82,79.51,79.89,79.68,3.12%,0.94,-29.29%,-111手,81.01,8150手,7783手,1.05,10手,16手,7.06,8528万,69.9亿元,2948万,24.2亿元,-3.79%,-8.61%,20.72%,34.12%
144,'301555,惠柏新材,42.14,0.81%,0.34,5.58万手,387手,42.14,42.15,0.10%,11.54%,2.30亿,71.70 ①,合成树脂,42.71,40.12,41.39,41.8,6.20%,1.13,49.49%,243手,41.25,3.10万手,2.48万手,1.25,309手,66手,3.44,9227万,38.9亿元,4834万,20.4亿元,7.39%,8.78%,39.62%,62.50%
145,'301552,科力装备,30.2,-0.82%,-0.25,1.27万手,141手,30.19,30.2,0.07%,4.11%,3839万,37.04 ①,车身附件及饰件,30.67,29.86,30.45,30.45,2.66%,0.82,19.60%,103手,30.18,6989手,5733手,1.22,3手,42手,2.38,1.24亿,37.4亿元,3094万,9.34亿元,-0.85%,-4.64%,13.03%,29.17%
146,'301551,无线传媒,26.82,0.79%,0.21,5.23万手,415手,26.82,26.83,-0.04%,3.38%,1.39亿,38.72 ①,传媒,27.06,26.21,26.53,26.61,3.19%,1,-48.43%,-443手,26.67,2.40万手,2.83万手,0.85,195手,45手,4.25,4.00亿,107亿元,1.55亿,41.5亿元,-0.92%,-5.76%,10.34%,20.26%
147,'301550,斯菱智驱,190.2,-0.20%,-0.38,6.07万手,507手,190.2,190.21,0.01%,4.30%,11.6亿,280.30 ①,底盘与发动机系统,197,188,191.91,190.58,4.72%,0.86,80.30%,269手,191.05,3.20万手,2.87万手,1.11,237手,18手,23.55,2.31亿,440亿元,1.41亿,268亿元,10.23%,0.49%,18.01%,29.28%
148,'301548,崇德科技,87.77,-1.50%,-1.34,1.56万手,131手,87.77,87.8,0.03%,5.95%,1.37亿,48.84 ①,通用设备,92.38,86.5,89.48,89.11,6.60%,0.69,31.62%,39手,87.97,8283手,7316手,1.13,3手,10手,4.83,8700万,76.4亿元,2623万,23.0亿元,-2.25%,0.76%,22.81%,49.11%
149,'301539,宏鑫科技,18.01,-1.64%,-0.3,1.67万手,152手,18,18.01,0.06%,2.22%,3012万,亏损 ①,汽车,18.54,17.76,18.42,18.31,4.26%,0.74,-0.22%,-1手,18.06,1.01万手,6561手,1.54,177手,83手,3.45,1.48亿,26.7亿元,7506万,13.5亿元,-1.37%,-5.71%,9.78%,17.16%
150,'301538,骏鼎达,112.35,0.00%,0,4.52万手,784手,112.34,112.35,-0.04%,14.48%,5.17亿,61.63 ①,改性塑料,119.88,109.84,112.03,112.35,8.94%,0.79,27.08%,26手,114.25,2.41万手,2.11万手,1.14,47手,20手,5.99,7840万,88.1亿元,3122万,35.1亿元,9.48%,28.01%,54.41%,105.66%
151,'301536,星宸科技,93.88,3.31%,3.01,10.5万手,839手,93.88,93.89,0.03%,5.60%,9.65亿,44.95 ①,数字芯片设计,94.29,88.7,90.35,90.87,6.15%,1.31,64.22%,414手,91.97,5.40万手,5.09万手,1.06,185手,54手,12.28,4.22亿,396亿元,1.87亿,176亿元,3.75%,2.83%,14.12%,26.95%
152,'301535,浙江华远,18.79,1.29%,0.24,2.05万手,101手,18.79,18.8,0.00%,1.21%,3829万,73.14 ①,汽车,18.9,18.56,18.56,18.55,1.83%,0.82,-40.58%,-321手,18.69,9975手,1.05万手,0.95,32手,166手,6.86,4.25亿,79.9亿元,1.70亿,31.9亿元,0.43%,-3.99%,4.08%,8.60%
153,'301533,威马农机,32.1,0.66%,0.21,9627手,81手,32.1,32.12,0.00%,3.39%,3088万,97.41 ①,农用机械,32.44,31.73,31.88,31.89,2.23%,0.91,-5.26%,-5手,32.07,5263手,4364手,1.21,5手,16手,2.8,9831万,31.6亿元,2844万,9.13亿元,0.66%,-4.26%,11.44%,22.01%
154,'301531,春光集团,101.99,-8.12%,-9.01,24.1万手,2425手,101.99,102,0.00%,51.33%,26.4亿,188.74 ①,有色金属,121.21,101.58,113.56,111,17.68%,0.89,61.02%,920手,109.79,12.9万手,11.1万手,1.16,148手,188手,20.86,2.20亿,224亿元,4688万,47.8亿元,-4.59%,4.61%,153.25%,339.75%
155,'301529,福赛科技,166.5,-1.42%,-2.4,2.79万手,341手,166.23,166.5,0.25%,6.12%,4.70亿,114.90 ①,车身附件及饰件,172.99,164.7,169.03,168.9,4.91%,0.71,-33.33%,-25手,168.2,1.43万手,1.37万手,1.04,1手,1手,10.03,8484万,141亿元,4565万,76.0亿元,11.56%,4.06%,28.33%,49.25%
